County Name,State,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020
De Baca County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dona Ana County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,10,13,13,16,16,17,17,18,18,21,21,22,23,29,30
Eddy County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,4,4,4,4,4,4,4
Grant County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3
Guadalupe County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harding County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidalgo County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lea County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
Lincoln County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Los Alamos County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
Luna County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McKinley County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,5,5,9,12,16,20,24,31,31,40,44
Mora County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otero County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3
Quay County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Arriba County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,3,4,4,5,5,6,6,6
Roosevelt County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Sandoval County,NM,0,0,0,0,0,0,0,0,2,2,2,2,4,4,6,7,7,7,7,8,10,15,15,15,22,29,32,40,66,69,103,114
San Juan County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8,14,17,18,22,27,32,37,41,50,58,58,83
San Miguel County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Santa Fe County,NM,0,0,0,0,0,1,2,3,3,3,3,4,5,7,7,8,10,12,14,17,22,29,30,34,38,42,48,48,52,58,62,64
Sierra County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socorro County,NM,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5
Taos County,NM,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,9,9,10,11,12,13,13,13,13,13
Torrance County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,3,3,3,6,6,6
Union County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia County,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,5,5,5,5,5,7,7
Statewide Unallocated,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,70,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
New York City Unallocated,NY,0,0,0,0,0,0,0,51,0,89,119,0,1,4,4,6,6,6,7,35,36,36,35,34,95,35,35,35,35,35,0,0
Albany County,NY,0,0,0,0,0,0,1,2,5,8,12,23,36,43,61,123,123,127,146,152,171,187,195,205,217,226,240,253,267,293,305,319
Allegany County,NY,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,7,9,12,14,16,16,17
Bronx County,NY,0,0,1,2,3,3,10,13,13,21,34,96,303,496,667,1071,1411,1829,2328,3542,4243,4655,5752,6250,6925,7814,8607,9343,11086,12315,13368,14327
Broome County,NY,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,7,9,11,16,18,23,29,35,38,42,46,56,65,71,76
Cattaraugus County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,6,7,8,9,9,10,12
Cayuga County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,4,6,7,8,11
Chautauqua County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,6,6,8,9,10,11,15
Chemung County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,11,12,15,15,20,22,22,35,36,38,47
Chenango County,NY,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,4,8,15,17,19,26,28,32,39,43,46
Clinton County,NY,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,6,8,10,11,11,12,13,17,21,25,25,30,31,33,36
Columbia County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,10,11,12,13,20,22,23,26,30,31,36,42,49,51,59
Cortland County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,5,6,8,8,8,8,10,10,10,13
Delaware County,NY,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,5,7,8,8,8,11,16,20,22,24,26,27,29
Dutchess County,NY,0,0,0,0,0,0,1,3,4,7,10,16,20,31,36,49,82,100,124,153,190,225,262,320,392,484,547,667,809,938,1077,1189
Erie County,NY,0,0,0,0,0,0,0,0,3,3,6,7,7,28,31,31,54,87,107,122,134,219,318,358,376,438,603,720,802,945,1059,1163
Essex County,NY,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,4,4,4,4,4,4,4,6,6,6,7,7,7
Franklin County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,6,9,9,9,10,10,10,10
Fulton County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,9,9,11
Genesee County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,6,7,9,9,10,13,14,16,20,22,23
Greene County,NY,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,4,4,5,6,7,7,10,16,18,21,23,24,24,24
Hamilton County,NY,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Herkimer County,NY,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,4,4,4,5,7,9,9,10,12,12,12,14,14,18,22,25
Jefferson County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,6,7,11,12,12,15,18,20,26,33
Kings County,NY,1,3,3,4,10,14,24,24,34,53,62,157,505,1195,1518,2484,2857,3494,4237,5232,6095,6750,8129,8887,10171,11160,12274,13290,15700,17504,18558,19702
Lewis County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,6
Livingston County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,5,10,12,13,14,14,16,18,19,22
Madison County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,7,9,17,19,34,34,41,51,60,70,74,79,82
Monroe County,NY,0,0,0,0,0,0,1,1,2,2,10,10,14,27,32,42,42,76,96,118,139,160,192,219,242,300,349,420,464,512,548,574
Montgomery County,NY,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,3,4,5,5,5,6,6,7,7,8,10,13,15,15
Nassau County,NY,1,4,5,19,19,28,41,51,79,98,109,131,183,372,754,1234,1900,2442,2869,3285,3914,4657,5537,6445,7344,8544,9554,10587,12024,13346,14398,15616
New York County,NY,4,8,8,11,17,18,39,35,71,72,111,277,590,1038,1314,1863,2072,2572,2887,3616,4046,4478,5237,5582,6060,6539,7022,7398,8452,9300,9898,10440
Niagara County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,10,11,12,13,23,33,38,41,46,46,76,94,101,116,120
Oneida County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,7,8,9,13,13,23,34,34,40,50,61,71,80,87,100
Onondaga County,NY,0,0,0,0,0,0,0,0,0,0,1,2,2,5,8,8,29,52,60,65,83,115,129,152,180,194,217,234,252,262,268,271
Ontario County,NY,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,6,6,7,9,11,14,16,18,20,22,24,26,28,31,32,32
Orange County,NY,0,0,0,0,0,0,1,3,6,6,11,15,32,51,84,88,247,389,539,638,751,910,1101,1247,1435,1560,1756,1993,2397,2741,3102,3397
Orleans County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,6,6,6,9,10,11,13
Oswego County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,7,8,14,15,17,22,26,26,28,29
Otsego County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,7,10,17,18,19,21,21,26,29,34
Putnam County,NY,0,0,0,0,0,0,0,0,0,2,2,2,2,5,7,7,37,45,67,84,94,111,131,144,167,187,207,216,252,283,314,345
Queens County,NY,0,1,1,2,4,4,17,26,55,78,118,248,533,1042,1406,2254,2715,3621,4364,6420,7362,8214,9831,10737,12756,13869,15217,16819,18823,20114,21436,23133
Rensselaer County,NY,0,0,0,0,0,0,0,0,0,0,0,1,4,6,8,8,26,29,30,31,32,38,38,40,40,43,60,60,71,73,73,78
Richmond County,NY,0,0,0,1,2,4,5,5,10,16,19,36,77,179,242,437,593,817,953,1166,1330,1440,1781,1984,2140,2354,2552,2822,3754,4073,4291,4579
Rockland County,NY,0,2,2,4,6,6,7,9,12,13,16,22,30,53,101,262,455,592,671,968,1197,1457,1896,2209,2511,2863,3321,3751,4289,4872,5326,5703
St. Lawrence County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,8,12,13,30,34,39,43,52,55,59
Saratoga County,NY,0,2,2,2,2,2,3,3,3,3,5,9,14,18,24,24,41,53,60,64,73,82,82,102,105,108,122,132,141,141,148,153
Schenectady County,NY,0,0,0,0,0,0,0,1,1,2,4,5,14,18,21,21,39,44,46,55,62,66,72,76,80,85,93,101,110,117,128,138
Schoharie County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,5,5,6,6,8,8,9,10,10,11
Schuyler County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,4,4,4
Seneca County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,6,9,9
Steuben County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,11,12,13,19,19,24,38,43,46,55,55,59
Suffolk County,NY,0,0,1,1,1,6,20,28,41,47,63,84,116,178,371,662,1034,1458,1880,2260,2735,3386,4138,5023,5791,6713,7605,8746,10154,11370,12405,13487
Sullivan County,NY,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,8,16,23,30,39,53,64,72,88,101,109,121,143,168,193,234,253
Tioga County,NY,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,7,7,7,7,7,7,8
Tompkins County,NY,0,0,0,0,0,0,0,0,1,1,1,1,3,6,7,7,13,15,16,16,22,26,45,52,66,66,68,74,84,85,88,94
Ulster County,NY,0,0,1,1,1,1,4,5,5,5,7,9,9,10,12,26,26,35,47,65,78,98,128,146,190,211,221,240,263,290,332,372
Warren County,NY,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,8,13,18,18,18,18,18,19,20,26,26
Washington County,NY,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,4,6,6,7,7,10,10,12,15,16,18,19
Wayne County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,6,7,8,11,12,12,15,20,20,27,30,30,32,34
Westchester County,NY,19,57,83,98,108,121,148,158,178,196,220,380,538,798,1091,1385,1873,2894,3891,4691,5944,7187,7875,8519,9329,9967,10683,11567,12351,13081,13723,14294
Wyoming County,NY,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,6,4,4,7,7,7,8,8,9,10,14,15,18,22,23
Yates County,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
Statewide Unallocated,NC,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Alamance County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,5,5,6,7,7,7,13,14,16,18,18
Alexander County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2
Alleghany County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
Anson County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,5
Ashe County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Avery County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaufort County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,5,7,7,8,8,8
Bertie County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,5,6,6,6,6,7,7,7
Bladen County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Brunswick County,NC,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,5,5,5,5,5,11,12,12,13,14,14,19,22,23,24,26
Buncombe County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,15,15,17,19,20,20,20,21,24,27,28,31
Burke County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,5,5,9,10,13,15,25
Cabarrus County,NC,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,2,4,4,8,12,16,21,23,29,38,45,45,50,56,65,67,76
Caldwell County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,5,6,9
Camden County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carteret County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,5,6,10,11,11,13,14,15,15,17
Caswell County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2
Catawba County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,7,7,10,14,14,14,14,16,16,16,22,25
Chatham County,NC,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,6,6,11,12,13,14,16,17,19,19,21,21,21
Cherokee County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,6,7,7,8,8,8,8,8,8
Chowan County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Clay County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3
Cleveland County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,5,6,6,7,10,15,15,18
Columbus County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,5,12
Craven County,NC,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,5,5,6,6,7,11,13,15,17
Cumberland County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,7,8,10,13,15,18,19,25,35,42,42,45
Currituck County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2
Dare County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3
Davidson County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,14,16,19,22,28,35,43,53,57,63
Davie County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,6,11,11,11,11,12,14,16,17
Duplin County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,4,4,4
Durham County,NC,0,0,0,0,0,1,1,1,1,1,1,1,12,33,33,37,40,40,63,70,75,83,101,105,106,122,126,147,159,181,186,191
Edgecombe County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,4,5,5,5
Forsyth County,NC,0,0,0,0,0,2,2,2,2,2,2,2,2,7,7,8,12,12,12,15,16,16,24,35,39,41,41,56,63,82,86,94
Franklin County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,6,11,11,12,13,14,14,15
Gaston County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,3,3,7,9,16,21,22,27,31,33,37,42,45,46
Gates County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Graham County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granville County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,6,7,9,9,20,22,24,37,70
Greene County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,5,6,6,8
Guilford County,NC,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,7,11,11,16,22,24,31,34,39,44,50,55,71,79,94,96,104
Halifax County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,6,7,10,10,10
Harnett County,NC,0,0,0,0,0,0,0,0,2,2,3,3,4,6,6,7,8,9,9,10,11,11,13,14,15,17,17,19,19,23,25,31
Haywood County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3
Henderson County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,6,9,13,16,18,18,22,22,25,50,51
Hertford County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,4,4,4,4,4,4
Hoke County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,4,4,7,9,10,10,11
Hyde County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iredell County,NC,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,6,6,9,11,13,15,18,21,25,25,25,31,36,42,44,49
Jackson County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnston County,NC,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,8,9,9,9,10,11,14,17,20,24,26,32,37
Jones County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3
Lenoir County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,5,6,7,8
Lincoln County,NC,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,4,5,8,9,9,9,9
McDowell County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,7,7,8,8,8,9,10
Macon County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Madison County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3
Mecklenburg County,NC,0,0,0,0,0,2,2,2,4,4,7,7,11,28,28,41,66,79,104,142,181,218,263,336,382,420,444,495,564,635,664,733
Mitchell County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Montgomery County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,5,7,8,8,9,9,9
Moore County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,6,6,8,8,8,8,9,9,10
Nash County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,4,9,9,10,14,18,21,21
New Hanover County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,4,4,13,13,22,26,27,32,33,36,37,37,45
Northampton County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,25,26,30,30,30,33,36,42,46
Onslow County,NC,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,6,7,7,8,9,13,16,18
Orange County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,5,6,11,13,16,24,27,29,30,34,37,37,44,52,52,67
Pamlico County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3
Pasquotank County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,4,7,7,8,8,8
Pender County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Perquimans County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2
Person County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,4,6
Pitt County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,6,8,10,13,15,16,26,26,29,31,35,36,36
Polk County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,6,6,6,8
Randolph County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,5,9,15,16,17,17,19,19,26,29,33
Richmond County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robeson County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,5,5
Rockingham County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,6
Rowan County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,6,6,10,14,17,18,23,24,31,36,44,45,51
Rutherford County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,9,10,12,14,17
Sampson County,NC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3
Scotland County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
Stanly County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,5,5,5,7,7,7,8
Stokes County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,8
Surry County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,3,3
Swain County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transylvania County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,5,5,5,5,5,5,5
Tyrrell County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,9,12,13,16,24,27,30,38,38,41,47,55,60,67,67,75
Vance County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,4,4,6,6,10,12,12
Wake County,NC,1,1,1,6,7,8,8,8,14,14,15,15,17,23,23,33,40,46,54,67,83,104,124,146,166,186,195,234,258,283,304,314
Warren County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
Washington County,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,4,6
